Member State,Card ID,Descriptor of the value chain,Reference mountain chain,Reference mountain landscape,LAU,CTR Code,Effective LAU o NUTS,Centroid,Shape
BULGARIA,VC_03_BG,WILD COLLECTED FOREST FRUITS,Western Stara Planina (Balkan Mountains),Stolichna Municipality in Sofia City Province (BG411),SOF46,BG,SOF46,POINT (23.398435264336896 42.67830225558081),"POLYGON ((23.624671 42.502587, 23.629291 42.499046, 23.623388 42.487541, 23.640895 42.480133, 23.64349 42.47263, 23.648898 42.468122, 23.650248 42.459578, 23.65988 42.455405, 23.659416 42.44397, 23.664402 42.435765, 23.66236 42.421728, 23.645376 42.421333, 23.631868 42.415581, 23.615665 42.413689, 23.602139 42.414084, 23.591913 42.420581, 23.576169 42.416757, 23.564114 42.421304, 23.551004 42.413141, 23.545529 42.413252, 23.533983 42.427717, 23.534671 42.436649, 23.530137 42.445109, 23.537704 42.460825, 23.538201 42.480635, 23.510792 42.49791, 23.508508 42.512081, 23.491462 42.512705, 23.479854 42.517077, 23.465806 42.517774, 23.453443 42.524716, 23.446082 42.523965, 23.426505 42.511145, 23.430937 42.505475, 23.441229 42.500793, 23.440661 42.494477, 23.446727 42.480351, 23.424244 42.472689, 23.413609 42.464663, 23.405955 42.473334, 23.385699 42.484447, 23.376328 42.493442, 23.363663 42.495354, 23.328091 42.50996, 23.311229 42.527362, 23.301743 42.525438, 23.290187 42.532709, 23.296674 42.536591, 23.299127 42.544646, 23.283472 42.562688, 23.258741 42.563977, 23.248215 42.571162, 23.239189 42.571248, 23.231374 42.574971, 23.223622 42.58262, 23.198409 42.589937, 23.15591 42.591929, 23.14765 42.587115, 23.14234 42.588427, 23.140172 42.592153, 23.141928 42.595821, 23.153354 42.605347, 23.171986 42.61487, 23.174187 42.624127, 23.1635 42.640545, 23.171895 42.648346, 23.172104 42.652913, 23.166292 42.658406, 23.147486 42.662666, 23.142473 42.666631, 23.118142 42.668374, 23.111154 42.675592, 23.109052 42.684359, 23.098742 42.69441, 23.085521 42.69237, 23.068854 42.694306, 23.053391 42.700526, 23.052141 42.703199, 23.056514 42.712734, 23.060648 42.715969, 23.064971 42.722178, 23.069471 42.724239, 23.076867 42.732744, 23.086667 42.736454, 23.091412 42.735035, 23.115917 42.739752, 23.14486 42.736388, 23.160422 42.72566, 23.174183 42.730619, 23.191239 42.727125, 23.196741 42.728745, 23.209573 42.741754, 23.217287 42.755498, 23.207132 42.763805, 23.206946 42.770732, 23.203123 42.772505, 23.209617 42.783824, 23.249742 42.797282, 23.250544 42.805713, 23.243462 42.817554, 23.25326 42.82864, 23.250325 42.841471, 23.254594 42.848837, 23.250211 42.851776, 23.247201 42.864815, 23.251072 42.871197, 23.260533 42.876429, 23.264663 42.892209, 23.273821 42.895255, 23.285563 42.895221, 23.307083 42.882949, 23.318748 42.883606, 23.323377 42.873229, 23.334121 42.869748, 23.341796 42.863557, 23.343129 42.856211, 23.366689 42.851967, 23.371451 42.848783, 23.372736 42.845766, 23.367055 42.841687, 23.36996 42.84001, 23.375638 42.84045, 23.387084 42.84744, 23.404633 42.848278, 23.415873 42.856723, 23.435382 42.862308, 23.447271 42.871143, 23.454551 42.863634, 23.463095 42.862653, 23.469293 42.873137, 23.472747 42.874267, 23.479431 42.872512, 23.491028 42.860744, 23.497402 42.860071, 23.507792 42.863991, 23.513375 42.862499, 23.52367 42.855546, 23.526478 42.850052, 23.532887 42.847451, 23.534027 42.839964, 23.540118 42.831728, 23.556298 42.828055, 23.565652 42.830295, 23.57791 42.846837, 23.591926 42.850828, 23.606327 42.860316, 23.624676 42.854948, 23.633265 42.855229, 23.637167 42.839606, 23.650317 42.844872, 23.666478 42.840079, 23.676929 42.844449, 23.678673 42.834334, 23.666795 42.83098, 23.654864 42.817689, 23.653336 42.808631, 23.647219 42.799614, 23.646988 42.777259, 23.639702 42.768998, 23.632749 42.771042, 23.624754 42.76686, 23.620407 42.760608, 23.622791 42.755766, 23.616207 42.749224, 23.606727 42.724239, 23.592723 42.709829, 23.561903 42.7085, 23.550083 42.704601, 23.544188 42.693321, 23.545091 42.681354, 23.524863 42.684562, 23.519048 42.679319, 23.495728 42.674661, 23.493565 42.662746, 23.497049 42.65722, 23.496352 42.650775, 23.506189 42.647182, 23.498134 42.64023, 23.505733 42.638659, 23.511758 42.642986, 23.531468 42.638633, 23.533885 42.635532, 23.532011 42.625074, 23.540915 42.624732, 23.558945 42.615667, 23.555272 42.585921, 23.557332 42.575432, 23.565386 42.567578, 23.560431 42.562096, 23.562472 42.556177, 23.552284 42.549998, 23.554333 42.544688, 23.551078 42.533198, 23.567217 42.527943, 23.587691 42.50524, 23.595681 42.503168, 23.60538 42.505682, 23.615056 42.500793, 23.624671 42.502587))"
BULGARIA,VC_04_BG,HIGH NATURE VALUE (HNV) GRASSLANDS,Western Stara Planina (Balkan mountains),Chiprovtsi Municipality in Montana Province (BG312),MON36,BG,MON36,POINT (22.885194279623104 43.42134372770485),"POLYGON ((22.747454 43.386613, 22.766419 43.40644, 22.766967 43.413619, 22.775146 43.418444, 22.788589 43.439609, 22.802584 43.447899, 22.811421 43.46041, 22.812293 43.470554, 22.796514 43.486783, 22.802668 43.502583, 22.822945 43.49628, 22.826486 43.50676, 22.834407 43.515836, 22.852126 43.508937, 22.862829 43.513544, 22.877196 43.508375, 22.895853 43.510742, 22.90302 43.514321, 22.909577 43.507158, 22.911786 43.481904, 22.916456 43.478492, 22.947706 43.476111, 22.983037 43.467722, 22.998307 43.467658, 22.999933 43.470156, 23.003532 43.470862, 23.013184 43.463148, 23.014039 43.456643, 23.026434 43.439179, 23.021111 43.424706, 23.038076 43.415436, 23.035353 43.41132, 23.027057 43.41204, 23.016946 43.406517, 23.018068 43.398757, 23.015408 43.394523, 22.999011 43.387484, 22.986514 43.38843, 22.977267 43.384976, 22.945584 43.357899, 22.911823 43.355109, 22.897738 43.349502, 22.865421 43.34919, 22.844844 43.344026, 22.82621 43.330405, 22.796517 43.341843, 22.787623 43.352676, 22.770319 43.364, 22.76749 43.376218, 22.747454 43.386613))"
BULGARIA,VC_05_BG,"""CHIPROVITSI"" CARPETS",Western Stara Planina (Balkan mountains),Chiprovtsi Municipality in Montana Province (BG312),MON36,BG,MON36,POINT (22.885194279623104 43.42134372770485),"POLYGON ((22.747454 43.386613, 22.766419 43.40644, 22.766967 43.413619, 22.775146 43.418444, 22.788589 43.439609, 22.802584 43.447899, 22.811421 43.46041, 22.812293 43.470554, 22.796514 43.486783, 22.802668 43.502583, 22.822945 43.49628, 22.826486 43.50676, 22.834407 43.515836, 22.852126 43.508937, 22.862829 43.513544, 22.877196 43.508375, 22.895853 43.510742, 22.90302 43.514321, 22.909577 43.507158, 22.911786 43.481904, 22.916456 43.478492, 22.947706 43.476111, 22.983037 43.467722, 22.998307 43.467658, 22.999933 43.470156, 23.003532 43.470862, 23.013184 43.463148, 23.014039 43.456643, 23.026434 43.439179, 23.021111 43.424706, 23.038076 43.415436, 23.035353 43.41132, 23.027057 43.41204, 23.016946 43.406517, 23.018068 43.398757, 23.015408 43.394523, 22.999011 43.387484, 22.986514 43.38843, 22.977267 43.384976, 22.945584 43.357899, 22.911823 43.355109, 22.897738 43.349502, 22.865421 43.34919, 22.844844 43.344026, 22.82621 43.330405, 22.796517 43.341843, 22.787623 43.352676, 22.770319 43.364, 22.76749 43.376218, 22.747454 43.386613))"
BULGARIA,VC_06_BG,"""SIRENE"" CHEESE",Western Stara Planina (Balkan mountains),Chiprovtsi Municipality in Montana Province (BG312),MON36,BG,MON36,POINT (22.885194279623104 43.42134372770485),"POLYGON ((22.747454 43.386613, 22.766419 43.40644, 22.766967 43.413619, 22.775146 43.418444, 22.788589 43.439609, 22.802584 43.447899, 22.811421 43.46041, 22.812293 43.470554, 22.796514 43.486783, 22.802668 43.502583, 22.822945 43.49628, 22.826486 43.50676, 22.834407 43.515836, 22.852126 43.508937, 22.862829 43.513544, 22.877196 43.508375, 22.895853 43.510742, 22.90302 43.514321, 22.909577 43.507158, 22.911786 43.481904, 22.916456 43.478492, 22.947706 43.476111, 22.983037 43.467722, 22.998307 43.467658, 22.999933 43.470156, 23.003532 43.470862, 23.013184 43.463148, 23.014039 43.456643, 23.026434 43.439179, 23.021111 43.424706, 23.038076 43.415436, 23.035353 43.41132, 23.027057 43.41204, 23.016946 43.406517, 23.018068 43.398757, 23.015408 43.394523, 22.999011 43.387484, 22.986514 43.38843, 22.977267 43.384976, 22.945584 43.357899, 22.911823 43.355109, 22.897738 43.349502, 22.865421 43.34919, 22.844844 43.344026, 22.82621 43.330405, 22.796517 43.341843, 22.787623 43.352676, 22.770319 43.364, 22.76749 43.376218, 22.747454 43.386613))"
BULGARIA,VC_07_BG,"""LINBUL FARM"" (ONLINE SALES OF GRASS-FED BEEF)",Western Stara Planina (Balkan mountains),Berkovitsa Municipality in Montana Province (BG312),MON02,BG,MON02,POINT (23.13985692503186 43.256288262677664),"MULTIPOLYGON (((23.204035 43.113097, 23.191414 43.117322, 23.183257 43.110515, 23.163687 43.109847, 23.1426 43.112489, 23.124626 43.118414, 23.108384 43.110724, 23.1066 43.125595, 23.093985 43.13543, 23.086765 43.149029, 23.073684 43.156957, 23.069055 43.164053, 23.059318 43.162009, 23.056894 43.168065, 23.046397 43.170003, 23.041946 43.183982, 23.021223 43.198407, 23.014648 43.197701, 23.009905 43.213109, 23.010263 43.228135, 23.016592 43.231661, 23.001496 43.246833, 22.999803 43.257619, 23.007853 43.271554, 23.024674 43.272572, 23.029945 43.277555, 23.022659 43.297822, 23.026426 43.309701, 23.014914 43.315218, 23.014612 43.318193, 23.017184 43.324491, 23.026502 43.329997, 23.025894 43.33547, 23.037673 43.339176, 23.039154 43.357807, 23.050366 43.360029, 23.077904 43.375505, 23.087066 43.368643, 23.133095 43.382079, 23.130482 43.371494, 23.132948 43.367628, 23.145704 43.365168, 23.159465 43.368584, 23.177711 43.366958, 23.184353 43.362458, 23.186848 43.353617, 23.201652 43.347664, 23.213924 43.338233, 23.225242 43.33465, 23.241114 43.342833, 23.263427 43.346007, 23.279007 43.337334, 23.294426 43.335462, 23.295158 43.322737, 23.303726 43.308451, 23.324313 43.29653, 23.317633 43.290371, 23.318531 43.277671, 23.315701 43.280184, 23.304801 43.275178, 23.284059 43.276723, 23.263799 43.265349, 23.249427 43.266432, 23.246733 43.261828, 23.236734 43.25897, 23.222008 43.247882, 23.223903 43.240737, 23.214563 43.230228, 23.235736 43.22286, 23.24277 43.215483, 23.238076 43.207464, 23.209164 43.190504, 23.206466 43.17555, 23.199912 43.164425, 23.198197 43.151593, 23.191406 43.141737, 23.193694 43.128874, 23.205322 43.11956, 23.204035 43.113097)), ((23.002808 43.23255, 23.005956 43.234213, 23.009822 43.230652, 23.006527 43.228306, 23.002808 43.23255)))"
BULGARIA,VC_08_BG,MOUNTAIN MILK,Western Stara Planina (Balkan Mountains),Godech Municipality in Sofia Province (BG412),SFO09,BG,SFO09,POINT (23.048760756508788 43.06112253022559),"POLYGON ((23.127628 42.994087, 23.116936 42.974763, 23.098023 42.966354, 23.077604 42.966998, 23.06477 42.960175, 23.056162 42.963303, 23.053456 42.967466, 23.023605 42.959215, 22.9887 42.956204, 22.962235 42.95907, 22.961091 42.966238, 22.951478 42.968633, 22.95275 42.985182, 22.935386 43.003027, 22.932434 43.0157, 22.937436 43.021218, 22.919147 43.029832, 22.902456 43.032272, 22.897035 43.035628, 22.899989 43.047541, 22.909871 43.057428, 22.919795 43.080527, 22.933255 43.088041, 22.951769 43.092449, 22.982504 43.111683, 22.995535 43.139233, 22.994278 43.150148, 22.996603 43.157901, 22.987646 43.167278, 23.005444 43.18674, 23.00621 43.192878, 23.014648 43.197701, 23.021223 43.198407, 23.041946 43.183982, 23.046397 43.170003, 23.056894 43.168065, 23.059318 43.162009, 23.069055 43.164053, 23.073684 43.156957, 23.086765 43.149029, 23.093985 43.13543, 23.1066 43.125595, 23.108384 43.110724, 23.124626 43.118414, 23.1426 43.112489, 23.163687 43.109847, 23.183257 43.110515, 23.191414 43.117322, 23.204035 43.113097, 23.227603 43.099751, 23.225711 43.087893, 23.220204 43.080615, 23.187062 43.066844, 23.179276 43.049991, 23.181453 43.044638, 23.176099 43.04015, 23.17957 43.033109, 23.178081 43.030963, 23.172057 43.029922, 23.150096 43.036182, 23.145466 43.033863, 23.139378 43.035813, 23.1352 43.031571, 23.122808 43.032775, 23.120544 43.020856, 23.127628 42.994087))"
BULGARIA,VC_09_BG,"""FOOD FROM THE MOUNTAIN"" FARMERS' ASSOCIATION",Western Stara Planina (Balkan mountains),Berkovitsa Municipality in Montana Province (BG312),MON02,BG,MON02,POINT (23.13985692503186 43.256288262677664),"MULTIPOLYGON (((23.204035 43.113097, 23.191414 43.117322, 23.183257 43.110515, 23.163687 43.109847, 23.1426 43.112489, 23.124626 43.118414, 23.108384 43.110724, 23.1066 43.125595, 23.093985 43.13543, 23.086765 43.149029, 23.073684 43.156957, 23.069055 43.164053, 23.059318 43.162009, 23.056894 43.168065, 23.046397 43.170003, 23.041946 43.183982, 23.021223 43.198407, 23.014648 43.197701, 23.009905 43.213109, 23.010263 43.228135, 23.016592 43.231661, 23.001496 43.246833, 22.999803 43.257619, 23.007853 43.271554, 23.024674 43.272572, 23.029945 43.277555, 23.022659 43.297822, 23.026426 43.309701, 23.014914 43.315218, 23.014612 43.318193, 23.017184 43.324491, 23.026502 43.329997, 23.025894 43.33547, 23.037673 43.339176, 23.039154 43.357807, 23.050366 43.360029, 23.077904 43.375505, 23.087066 43.368643, 23.133095 43.382079, 23.130482 43.371494, 23.132948 43.367628, 23.145704 43.365168, 23.159465 43.368584, 23.177711 43.366958, 23.184353 43.362458, 23.186848 43.353617, 23.201652 43.347664, 23.213924 43.338233, 23.225242 43.33465, 23.241114 43.342833, 23.263427 43.346007, 23.279007 43.337334, 23.294426 43.335462, 23.295158 43.322737, 23.303726 43.308451, 23.324313 43.29653, 23.317633 43.290371, 23.318531 43.277671, 23.315701 43.280184, 23.304801 43.275178, 23.284059 43.276723, 23.263799 43.265349, 23.249427 43.266432, 23.246733 43.261828, 23.236734 43.25897, 23.222008 43.247882, 23.223903 43.240737, 23.214563 43.230228, 23.235736 43.22286, 23.24277 43.215483, 23.238076 43.207464, 23.209164 43.190504, 23.206466 43.17555, 23.199912 43.164425, 23.198197 43.151593, 23.191406 43.141737, 23.193694 43.128874, 23.205322 43.11956, 23.204035 43.113097)), ((23.002808 43.23255, 23.005956 43.234213, 23.009822 43.230652, 23.006527 43.228306, 23.002808 43.23255)))"
BULGARIA,VC_10_BG,ALL SEASON MOUNTAIN TOURISM (BANSKO RESORT),Pirin Mountains,Bansko Municipality in Blagoevgrad Province (BG413),BLG01,BG,BLG01,POINT (23.58324357759033 41.784786269828686),"POLYGON ((23.515437 41.693221, 23.495711 41.69628, 23.490065 41.700846, 23.479183 41.702633, 23.468286 41.699803, 23.456182 41.720933, 23.436315 41.731308, 23.423805 41.727046, 23.408548 41.731743, 23.399751 41.73654, 23.396536 41.745197, 23.39976 41.754694, 23.397811 41.7765, 23.377726 41.793029, 23.388069 41.806941, 23.397043 41.813519, 23.401832 41.825767, 23.430656 41.849642, 23.439772 41.848979, 23.448773 41.854392, 23.456264 41.854481, 23.463421 41.859809, 23.46936 41.860048, 23.472807 41.864335, 23.485629 41.864436, 23.493459 41.872704, 23.497399 41.872132, 23.497857 41.868291, 23.514538 41.85553, 23.529699 41.852693, 23.545434 41.853783, 23.55631 41.862106, 23.575578 41.86122, 23.591346 41.866256, 23.594222 41.860582, 23.585834 41.852445, 23.598246 41.848101, 23.604939 41.840078, 23.619432 41.830876, 23.628739 41.831895, 23.629091 41.827901, 23.620977 41.823338, 23.626903 41.817764, 23.645511 41.825082, 23.656316 41.833957, 23.671434 41.833865, 23.683713 41.840679, 23.684855 41.84704, 23.689861 41.849151, 23.692385 41.85305, 23.69925 41.853321, 23.704186 41.857921, 23.715862 41.861911, 23.731067 41.85609, 23.738672 41.857636, 23.745309 41.854623, 23.768477 41.852239, 23.775674 41.8474, 23.791259 41.84331, 23.787583 41.832506, 23.834099 41.815002, 23.828073 41.813478, 23.820279 41.805038, 23.815124 41.793324, 23.797139 41.792167, 23.783969 41.784018, 23.765008 41.779228, 23.749436 41.767261, 23.750318 41.759122, 23.746886 41.753246, 23.723176 41.742102, 23.687309 41.736525, 23.685603 41.733321, 23.690914 41.728541, 23.696561 41.716034, 23.683713 41.711719, 23.67851 41.709241, 23.665445 41.713962, 23.653943 41.712, 23.633061 41.715478, 23.618869 41.714416, 23.611155 41.708558, 23.58388 41.703774, 23.5755 41.698688, 23.563282 41.697905, 23.545669 41.705753, 23.536857 41.705916, 23.52991 41.702917, 23.5228 41.695147, 23.515437 41.693221))"
BULGARIA,VC_11_BG,SKIING (BOROVETS),Rila Mountains,Samokov Municipality in Sofia Province (BG412),SFO39,BG,SFO39,POINT (23.489059828660565 42.32167645846857),"POLYGON ((23.66236 42.421728, 23.664771 42.42183, 23.673332 42.419355, 23.665535 42.405961, 23.667725 42.397813, 23.66319 42.394329, 23.662519 42.38616, 23.670286 42.379881, 23.683713 42.381769, 23.696582 42.37812, 23.726004 42.357277, 23.724322 42.350272, 23.736247 42.335998, 23.730392 42.333704, 23.727571 42.326783, 23.729257 42.320239, 23.736263 42.318843, 23.737205 42.315339, 23.726684 42.30896, 23.728957 42.305225, 23.727602 42.292466, 23.731539 42.285975, 23.729526 42.279509, 23.731248 42.268538, 23.710405 42.230701, 23.717783 42.216189, 23.715279 42.185647, 23.711246 42.174963, 23.716225 42.168956, 23.730544 42.165892, 23.735202 42.152733, 23.715807 42.157173, 23.702425 42.155631, 23.683496 42.168816, 23.657216 42.173898, 23.646883 42.156708, 23.611054 42.161344, 23.598009 42.155862, 23.59477 42.153064, 23.590876 42.13476, 23.579209 42.119055, 23.580005 42.110913, 23.572997 42.100026, 23.572429 42.086244, 23.538819 42.084419, 23.505923 42.091354, 23.495563 42.097557, 23.498242 42.10598, 23.505423 42.112119, 23.518512 42.112437, 23.524972 42.1163, 23.52847 42.127105, 23.515356 42.141087, 23.503141 42.146337, 23.488727 42.145188, 23.457388 42.151544, 23.451108 42.174883, 23.444498 42.185543, 23.436524 42.186925, 23.367824 42.168623, 23.359029 42.170487, 23.336135 42.166937, 23.320195 42.175141, 23.317833 42.177366, 23.315383 42.178733, 23.313824 42.182073, 23.314596 42.18551, 23.316728 42.18937, 23.316791 42.191659, 23.331289 42.213811, 23.350424 42.226294, 23.354137 42.24324, 23.374226 42.248494, 23.383388 42.242652, 23.392815 42.244245, 23.383023 42.270819, 23.385347 42.2818, 23.347999 42.296669, 23.335557 42.309933, 23.316162 42.319782, 23.313543 42.325827, 23.320215 42.333715, 23.319418 42.341449, 23.314785 42.344912, 23.311364 42.357622, 23.2937 42.372492, 23.287769 42.373017, 23.277759 42.365008, 23.261687 42.360278, 23.257643 42.361224, 23.2532 42.367377, 23.253647 42.376764, 23.244025 42.379227, 23.224096 42.377021, 23.22912 42.391696, 23.240861 42.4049, 23.237756 42.412258, 23.221101 42.423881, 23.224786 42.426378, 23.220317 42.431288, 23.220713 42.466033, 23.221564 42.472324, 23.230909 42.480045, 23.235446 42.492206, 23.254629 42.497636, 23.259349 42.513556, 23.267496 42.524425, 23.279959 42.532608, 23.290187 42.532709, 23.301743 42.525438, 23.311229 42.527362, 23.328091 42.50996, 23.363663 42.495354, 23.376328 42.493442, 23.385699 42.484447, 23.405955 42.473334, 23.413609 42.464663, 23.424244 42.472689, 23.446727 42.480351, 23.440661 42.494477, 23.441229 42.500793, 23.430937 42.505475, 23.426505 42.511145, 23.446082 42.523965, 23.453443 42.524716, 23.465806 42.517774, 23.479854 42.517077, 23.491462 42.512705, 23.508508 42.512081, 23.510792 42.49791, 23.538201 42.480635, 23.537704 42.460825, 23.530137 42.445109, 23.534671 42.436649, 23.533983 42.427717, 23.545529 42.413252, 23.551004 42.413141, 23.564114 42.421304, 23.576169 42.416757, 23.591913 42.420581, 23.602139 42.414084, 23.615665 42.413689, 23.631868 42.415581, 23.645376 42.421333, 23.66236 42.421728))"
BULGARIA,VC_12_BG,"""MEADOWS IN THE MOUNTAINS"" FESTIVAL",Rhodope Mountains,Smolyan Municipality in Smolyan Province (BG424),SML31,BG,SML31,POINT (24.690448283805544 41.58820187173868),"POLYGON ((24.95471 41.608182, 24.924675 41.60096, 24.915946 41.589153, 24.91637 41.580586, 24.911033 41.573777, 24.909117 41.554451, 24.898484 41.551103, 24.892055 41.538591, 24.88176 41.53838, 24.862196 41.531388, 24.84619 41.537485, 24.826511 41.533086, 24.824548 41.529614, 24.814452 41.52886, 24.813723 41.520103, 24.809071 41.514882, 24.810534 41.508874, 24.794126 41.506597, 24.793932 41.497724, 24.783657 41.494808, 24.765914 41.458728, 24.752566 41.449022, 24.742778 41.430609, 24.732066 41.426053, 24.722585 41.416139, 24.714271 41.420197, 24.693785 41.419003, 24.682353 41.42453, 24.672793 41.418562, 24.659118 41.416782, 24.657013 41.418665, 24.658456 41.426177, 24.663005 41.431734, 24.656355 41.434595, 24.627764 41.431064, 24.616707 41.424273, 24.610256 41.426276, 24.597423 41.442081, 24.595969 41.450178, 24.598796 41.457267, 24.596083 41.464921, 24.573792 41.475275, 24.567794 41.491638, 24.560003 41.501403, 24.562824 41.515388, 24.556592 41.524152, 24.556626 41.529276, 24.546828 41.539629, 24.551756 41.55189, 24.542201 41.557541, 24.535324 41.556226, 24.534147 41.564656, 24.52542 41.567984, 24.509363 41.559155, 24.499159 41.558613, 24.500861 41.571733, 24.486267 41.581487, 24.477631 41.580112, 24.472586 41.586176, 24.465323 41.590784, 24.468914 41.602535, 24.464537 41.614597, 24.440481 41.612568, 24.428799 41.61616, 24.434697 41.629865, 24.443985 41.63708, 24.435433 41.642492, 24.435279 41.646127, 24.440431 41.653379, 24.461909 41.64792, 24.469395 41.652918, 24.472838 41.660654, 24.500942 41.656661, 24.507562 41.66885, 24.517679 41.677644, 24.518802 41.68528, 24.523476 41.69156, 24.522342 41.695239, 24.533551 41.696364, 24.553307 41.714237, 24.564013 41.733303, 24.563748 41.742459, 24.568887 41.757799, 24.5879 41.74715, 24.591655 41.737158, 24.61217 41.722958, 24.616761 41.71342, 24.625042 41.712174, 24.631799 41.705958, 24.640791 41.703593, 24.661004 41.685685, 24.6638 41.670567, 24.67144 41.675427, 24.683828 41.672823, 24.687186 41.658329, 24.694124 41.644809, 24.71251 41.653026, 24.715617 41.668233, 24.723204 41.675628, 24.740957 41.683045, 24.74196 41.688909, 24.747544 41.692145, 24.751623 41.699328, 24.753525 41.711052, 24.760741 41.71413, 24.773464 41.725778, 24.78787 41.731586, 24.790365 41.71927, 24.798818 41.718044, 24.801155 41.711952, 24.812165 41.706671, 24.831822 41.701497, 24.829353 41.693425, 24.835143 41.69283, 24.837279 41.686524, 24.842786 41.683519, 24.84782 41.683952, 24.85119 41.687748, 24.85547 41.704507, 24.871588 41.70741, 24.8754 41.696834, 24.891097 41.678492, 24.89132 41.670017, 24.910395 41.664724, 24.914265 41.664318, 24.919876 41.658618, 24.918281 41.657523, 24.910395 41.657728, 24.90246 41.6547, 24.906598 41.649283, 24.907729 41.630475, 24.910395 41.628784, 24.914327 41.620178, 24.920821 41.616135, 24.921472 41.609073, 24.941156 41.618698, 24.95471 41.608182))"
